Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 02/20  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/20  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/21  01:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/21  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/21  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/21  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/21  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/21  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/21  07:00:00,79394756.90202412,79394756.90202415,46131065.37139972 
 02/21  08:00:00,148605019.55667038,148605019.55667038,18218230.760630654 
 02/21  09:00:00,297890201.078775,297890201.07877507,6791184.0 
 02/21  10:00:00,282603890.18103936,282603890.18103936,6791184.0 
 02/21  11:00:00,292631388.5058886,292631388.5058885,6791184.0 
 02/21  12:00:00,309383237.6246597,309383237.6246597,11374504.66805386 
 02/21  13:00:00,316017003.69980087,316017003.69980087,25849935.31457718 
 02/21  14:00:00,327724369.8138127,327724369.8138127,25632904.666612299 
 02/21  15:00:00,315468331.8295083,315468331.82950827,15549238.650887359 
 02/21  16:00:00,309429062.09786048,309429062.0978604,15523579.182868295 
 02/21  17:00:00,309177916.4984394,309177916.4984393,20385845.20942879 
 02/21  18:00:00,225166079.8283331,225166079.8283331,11038145.633807103 
 02/21  19:00:00,129022106.65481958,129022106.65481955,10981321.591204105 
 02/21  20:00:00,111573090.19931478,111573090.19931473,6791184.0 
 02/21  21:00:00,100912160.59971816,100912160.59971816,12773743.674889114 
 02/21  22:00:00,96269263.15284068,96269263.15284068,15267871.405700865 
 02/21  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 02/21  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 02/22  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 02/22  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/22  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/22  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/22  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/22  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/22  07:00:00,79210453.58166659,79210453.58166659,52003664.025383878 
 02/22  08:00:00,147067931.77291397,147067931.77291394,25862221.119289355 
 02/22  09:00:00,298805247.4695728,298805247.4695728,7697974.753491202 
 02/22  10:00:00,271595899.46010199,271595899.46010199,6791184.0 
 02/22  11:00:00,285251004.8659907,285251004.86599066,6791184.0 
 02/22  12:00:00,307152694.93254968,307152694.93254968,15961795.081825108 
 02/22  13:00:00,309634696.51205769,309634696.51205769,25845365.760951774 
 02/22  14:00:00,322082258.7352617,322082258.7352617,25628334.798467179 
 02/22  15:00:00,308003293.08589985,308003293.08589985,15548395.787756313 
 02/22  16:00:00,300502405.0290804,300502405.02908036,15515976.728832383 
 02/22  17:00:00,293391714.4068725,293391714.4068725,20380689.239498348 
 02/22  18:00:00,215745667.16454057,215745667.1645405,11053653.93698806 
 02/22  19:00:00,129217208.85216935,129217208.85216935,10968017.161258042 
 02/22  20:00:00,111663481.88960682,111663481.8896068,6791184.0 
 02/22  21:00:00,100912376.3202185,100912376.3202185,10920064.134205144 
 02/22  22:00:00,96269263.15284068,96269263.15284068,6791184.0 
 02/22  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 02/22  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 02/23  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 02/23  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/23  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/23  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/23  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/23  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/23  07:00:00,79311101.59670712,79311101.59670714,11570910.62108361 
 02/23  08:00:00,145245575.11882294,145245575.1188229,8693536.484311033 
 02/23  09:00:00,297140493.44114139,297140493.44114139,6791184.0 
 02/23  10:00:00,265545674.94533656,265545674.94533653,6791184.0 
 02/23  11:00:00,265904959.34130935,265904959.34130938,6791184.0 
 02/23  12:00:00,286141720.9187103,286141720.91871026,11511881.009751544 
 02/23  13:00:00,288764018.0897707,288764018.08977076,26094755.615896796 
 02/23  14:00:00,288973105.8894544,288973105.8894544,25201869.82202033 
 02/23  15:00:00,264195567.57901625,264195567.57901619,15537408.637849309 
 02/23  16:00:00,260987119.0711005,260987119.07110048,15509309.82749962 
 02/23  17:00:00,275135060.256672,275135060.256672,20372763.137205904 
 02/23  18:00:00,217466937.74457629,217466937.74457629,15305283.855590288 
 02/23  19:00:00,129045564.21757198,129045564.21757198,6791184.0 
 02/23  20:00:00,111574233.22367996,111574233.2236799,6791184.0 
 02/23  21:00:00,100912160.59971816,100912160.59971816,10898926.38931416 
 02/23  22:00:00,96269263.15284068,96269263.15284068,6791184.0 
 02/23  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 02/23  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 02/24  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 02/24  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/24  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/24  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/24  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/24  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/24  07:00:00,79326683.16603968,79326683.16603972,6791184.0 
 02/24  08:00:00,145266202.6128536,145266202.61285357,6791184.0 
 02/24  09:00:00,296725179.43767198,296725179.43767198,6791184.0 
 02/24  10:00:00,267074180.08857758,267074180.08857758,6791184.0 
 02/24  11:00:00,262654715.1678928,262654715.16789279,6791184.0 
 02/24  12:00:00,267995191.842546,267995191.842546,15964219.70190522 
 02/24  13:00:00,279409131.5955633,279409131.5955633,25856215.658125167 
 02/24  14:00:00,291585242.3437923,291585242.3437923,22441446.70251321 
 02/24  15:00:00,276991199.5747331,276991199.574733,18555757.855571689 
 02/24  16:00:00,267573811.28270764,267573811.2827076,15521743.355798802 
 02/24  17:00:00,272472091.7756768,272472091.7756768,17932192.28741898 
 02/24  18:00:00,219387449.25967876,219387449.25967876,13428893.425400809 
 02/24  19:00:00,129019966.75179968,129019966.75179966,10961800.155543413 
 02/24  20:00:00,111571785.13169039,111571785.13169034,6791184.0 
 02/24  21:00:00,100912160.59971816,100912160.59971816,6791184.0 
 02/24  22:00:00,96269263.15284068,96269263.15284068,6791184.0 
 02/24  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 02/24  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 02/25  01:00:00,46745513.81922844,46745513.81922843,6791184.0 
 02/25  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/25  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/25  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/25  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/25  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/25  07:00:00,79596795.9628347,79596795.96283472,6791184.0 
 02/25  08:00:00,92556150.84308635,92556150.84308635,6791184.0 
 02/25  09:00:00,119648873.90024907,119648873.90024904,7227041.263682569 
 02/25  10:00:00,127923727.87354358,127923727.87354355,6921265.772516624 
 02/25  11:00:00,124118289.27937497,124118289.27937496,6791184.0 
 02/25  12:00:00,132639910.38429031,132639910.38429028,6791184.0 
 02/25  13:00:00,93951921.08780219,93951921.08780219,8652002.713577666 
 02/25  14:00:00,84581836.83307214,84581836.83307216,8025911.645313793 
 02/25  15:00:00,78850356.23181084,78850356.23181086,6791184.0 
 02/25  16:00:00,74411190.05531523,74411190.05531524,7279970.668705173 
 02/25  17:00:00,77138024.77648379,77138024.77648379,8817737.426390194 
 02/25  18:00:00,71613145.0146113,71613145.01461134,9157671.279302329 
 02/25  19:00:00,66276703.53612528,66276703.53612528,6791184.0 
 02/25  20:00:00,49290893.81922844,49290893.81922844,6791184.0 
 02/25  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/25  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/25  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/25  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/26  01:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/26  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/26  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/26  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/26  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/26  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 02/26  07:00:00,53241412.01612393,53241412.01612393,6791184.0 
 02/26  08:00:00,46460306.46354068,46460306.46354067,6791184.0 
 02/26  09:00:00,46290222.22093174,46290222.22093174,6791184.0 
 02/26  10:00:00,46288812.51597283,46288812.51597283,6791184.0 
 02/26  11:00:00,46288812.51597283,46288812.51597283,6791184.0 
 02/26  12:00:00,46288812.51597283,46288812.51597283,6791184.0 
 02/26  13:00:00,46288812.51597283,46288812.51597283,6791184.0 
 02/26  14:00:00,46288812.51597283,46288812.51597283,6791184.0 
 02/26  15:00:00,46288812.51597283,46288812.51597283,6791184.0 
 02/26  16:00:00,46288812.51597283,46288812.51597283,6791184.0 
 02/26  17:00:00,46340532.015190269,46340532.01519026,6791184.0 
 02/26  18:00:00,56616574.82089339,56616574.82089339,6791184.0 
 02/26  19:00:00,57105773.81922845,57105773.81922844,6791184.0 
 02/26  20:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/26  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/26  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/26  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/26  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 02/27  01:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/27  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/27  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/27  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/27  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/27  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/27  07:00:00,79190210.86916349,79190210.86916349,11567820.442392666 
 02/27  08:00:00,157333243.22141726,157333243.22141726,23809945.361702436 
 02/27  09:00:00,296124974.44475379,296124974.44475379,14968490.871591576 
 02/27  10:00:00,262796313.09136678,262796313.0913668,6791184.0 
 02/27  11:00:00,255274909.80766214,255274909.80766208,6791184.0 
 02/27  12:00:00,262793746.57157169,262793746.57157166,11378140.084691188 
 02/27  13:00:00,277853591.3294907,277853591.32949069,25846489.320498676 
 02/27  14:00:00,269374454.13137438,269374454.13137438,25628538.298429304 
 02/27  15:00:00,256296698.5960407,256296698.59604068,15542761.080270863 
 02/27  16:00:00,256937374.2595415,256937374.2595415,15509806.738796797 
 02/27  17:00:00,276924977.9168765,276924977.91687646,20375342.677620233 
 02/27  18:00:00,228478310.07626606,228478310.07626606,11051942.36568127 
 02/27  19:00:00,129042953.36951325,129042953.36951322,11257945.785960122 
 02/27  20:00:00,111570869.92694804,111570869.926948,6791184.0 
 02/27  21:00:00,100912160.59971816,100912160.59971816,11561596.086622134 
 02/27  22:00:00,96856297.13827306,96856297.13827309,16425735.331335297 
 02/27  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 02/27  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 02/28  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 02/28  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/28  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/28  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/28  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/28  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 02/28  07:00:00,79037772.44475,79037772.44475001,16473792.332801309 
 02/28  08:00:00,150920039.7265223,150920039.7265223,7382714.765130973 
 02/28  09:00:00,295348467.4640376,295348467.4640376,6791184.0 
 02/28  10:00:00,262987347.89513869,262987347.89513869,6791184.0 
 02/28  11:00:00,256001169.11483786,256001169.11483784,6791184.0 
 02/28  12:00:00,263100725.58376826,263100725.58376826,11864467.731238427 
 02/28  13:00:00,273639448.67897668,273639448.67897668,25847830.144477413 
 02/28  14:00:00,270447246.51693239,270447246.51693239,25073041.555236594 
 02/28  15:00:00,257671215.90862627,257671215.90862624,15571968.547738392 
 02/28  16:00:00,258052452.0858858,258052452.08588577,15504309.172109362 
 02/28  17:00:00,270179903.66394498,270179903.66394498,20371444.533549444 
 02/28  18:00:00,226253435.63137654,226253435.63137657,15301069.933696459 
 02/28  19:00:00,128826477.23393157,128826477.23393154,6791184.0 
 02/28  20:00:00,111570869.92694804,111570869.926948,7180418.294514386 
 02/28  21:00:00,100912160.59971816,100912160.59971816,25479462.138522738 
 02/28  22:00:00,96269263.15284068,96269263.15284068,35989266.158718917 
 02/28  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 02/28  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 03/01  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 03/01  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/01  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/01  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/01  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/01  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/01  07:00:00,80012075.44302708,80012075.4430271,61827630.328205827 
 03/01  08:00:00,154394551.82459343,154394551.82459338,29815827.765345616 
 03/01  09:00:00,298763143.60402616,298763143.60402616,6974314.694866777 
 03/01  10:00:00,282856568.9806317,282856568.98063167,6791184.0 
 03/01  11:00:00,288877575.2013934,288877575.20139339,6791184.0 
 03/01  12:00:00,307658536.68227848,307658536.6822784,15961514.535265677 
 03/01  13:00:00,310208973.99971058,310208973.99971058,25839740.912042925 
 03/01  14:00:00,316431763.8122376,316431763.8122376,21982914.19528332 
 03/01  15:00:00,303580502.17677929,303580502.17677918,18968473.098803596 
 03/01  16:00:00,301480449.0332492,301480449.0332492,14655908.944382623 
 03/01  17:00:00,305168124.4452304,305168124.44523039,17540335.88470732 
 03/01  18:00:00,218429081.53145594,218429081.5314559,14667292.02116245 
 03/01  19:00:00,128879417.5517288,128879417.55172879,10970604.208634362 
 03/01  20:00:00,111570869.92694804,111570869.926948,6791184.0 
 03/01  21:00:00,100912160.59971816,100912160.59971816,15594533.667204328 
 03/01  22:00:00,96269263.15284068,96269263.15284068,37732380.38516376 
 03/01  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 03/01  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 03/02  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 03/02  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/02  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/02  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/02  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/02  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/02  07:00:00,75907531.2710625,75907531.27106251,46000093.21342556 
 03/02  08:00:00,147474291.28875397,147474291.28875394,21486729.463084997 
 03/02  09:00:00,297357958.95731666,297357958.9573166,6882283.086933206 
 03/02  10:00:00,264382105.14009739,264382105.1400973,6791184.0 
 03/02  11:00:00,270845926.72878846,270845926.7287884,6791184.0 
 03/02  12:00:00,294937273.9384413,294937273.9384412,15954314.027357195 
 03/02  13:00:00,296192357.53644636,296192357.5364463,25840437.859473356 
 03/02  14:00:00,301624502.3540425,301624502.3540425,25621004.769185954 
 03/02  15:00:00,288621851.40466776,288621851.4046676,15536872.13456374 
 03/02  16:00:00,283096263.76983967,283096263.76983967,15507247.131758906 
 03/02  17:00:00,277780156.9496428,277780156.9496427,20401107.152225794 
 03/02  18:00:00,219741924.3284807,219741924.3284807,11037076.38479622 
 03/02  19:00:00,129108193.68005605,129108193.68005604,10983713.414040415 
 03/02  20:00:00,111579100.8289235,111579100.82892344,6791184.0 
 03/02  21:00:00,100912160.59971816,100912160.59971816,11467965.982190622 
 03/02  22:00:00,96269263.15284068,96269263.15284068,10847238.197103419 
 03/02  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 03/02  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 03/03  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 03/03  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/03  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/03  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/03  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/03  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/03  07:00:00,76253916.29726883,76253916.29726884,8731188.525657043 
 03/03  08:00:00,145814686.13800518,145814686.13800515,6976737.784216071 
 03/03  09:00:00,296388892.1618281,296388892.1618281,6791184.0 
 03/03  10:00:00,264303085.3453405,264303085.3453405,6791184.0 
 03/03  11:00:00,257557658.55806358,257557658.55806355,6791184.0 
 03/03  12:00:00,279679022.9659073,279679022.9659072,15952301.183637513 
 03/03  13:00:00,290017831.33316037,290017831.33316037,25844474.459034087 
 03/03  14:00:00,299900252.99851146,299900252.99851146,25620489.905040884 
 03/03  15:00:00,286433110.76015636,286433110.76015636,15532813.885428075 
 03/03  16:00:00,281253981.34943446,281253981.3494344,15502942.997917042 
 03/03  17:00:00,281485059.80348876,281485059.80348876,20398100.12603821 
 03/03  18:00:00,217054592.89954383,217054592.8995438,11032809.071170893 
 03/03  19:00:00,129120434.74999881,129120434.74999881,10977520.46980973 
 03/03  20:00:00,111587120.81882388,111587120.81882385,6791184.0 
 03/03  21:00:00,100912160.59971816,100912160.59971816,6791184.0 
 03/03  22:00:00,96269263.15284068,96269263.15284068,6791184.0 
 03/03  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 03/03  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 03/04  01:00:00,46745513.81922844,46745513.81922843,6791184.0 
 03/04  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/04  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/04  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/04  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/04  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/04  07:00:00,75880977.40851565,75880977.40851566,6973506.833506353 
 03/04  08:00:00,90988270.55803252,90988270.55803253,6791184.0 
 03/04  09:00:00,119477218.32098884,119477218.3209888,6791184.0 
 03/04  10:00:00,127832674.46573192,127832674.46573186,6791184.0 
 03/04  11:00:00,124140269.28236716,124140269.28236714,6791184.0 
 03/04  12:00:00,143373817.04456968,143373817.04456968,6791184.0 
 03/04  13:00:00,110267558.74466996,110267558.74466995,6791184.0 
 03/04  14:00:00,100683405.75109452,100683405.75109452,6791184.0 
 03/04  15:00:00,85168952.40092524,85168952.40092525,6791184.0 
 03/04  16:00:00,78521554.40298745,78521554.40298747,6791184.0 
 03/04  17:00:00,78580972.10152312,78580972.10152313,6791184.0 
 03/04  18:00:00,68266475.54788393,68266475.54788395,6791184.0 
 03/04  19:00:00,66276703.53612528,66276703.53612528,6791184.0 
 03/04  20:00:00,49290893.81922844,49290893.81922844,6791184.0 
 03/04  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 03/04  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 03/04  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 03/04  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 03/05  01:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/05  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/05  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/05  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/05  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/05  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 03/05  07:00:00,49922089.253577377,49922089.25357737,6791184.0 
 03/05  08:00:00,46331233.637750077,46331233.637750077,6791184.0 
 03/05  09:00:00,46288813.24672611,46288813.24672611,6791184.0 
 03/05  10:00:00,46288812.51597283,46288812.51597283,6791184.0 
 03/05  11:00:00,46288812.51597283,46288812.51597283,6791184.0 
 03/05  12:00:00,46288812.51597283,46288812.51597283,6791184.0 
 03/05  13:00:00,46288812.51597283,46288812.51597283,6791184.0 
 03/05  14:00:00,46288812.51597283,46288812.51597283,6791184.0 
 03/05  15:00:00,46288812.51597283,46288812.51597283,6791184.0 
 03/05  16:00:00,46288812.51597283,46288812.51597283,6791184.0 
 03/05  17:00:00,46304190.37244737,46304190.372447367,6791184.0 
 03/05  18:00:00,53426202.3652698,53426202.365269798,6791184.0 
 03/05  19:00:00,57105773.81922845,57105773.81922844,6791184.0 
 03/05  20:00:00,48904615.70955593,48904615.70955593,6791184.0 
 03/05  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 03/05  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 03/05  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 03/05  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 03/06  01:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/06  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/06  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/06  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/06  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/06  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/06  07:00:00,76126092.51130624,76126092.51130626,7855630.139811298 
 03/06  08:00:00,153571518.87385587,153571518.87385584,8135986.439095618 
 03/06  09:00:00,295727207.1925891,295727207.1925891,7040223.456905322 
 03/06  10:00:00,262959221.92437948,262959221.9243794,6791184.0 
 03/06  11:00:00,255563009.26738648,255563009.2673864,6791184.0 
 03/06  12:00:00,263106076.6976636,263106076.6976636,11376589.909895502 
 03/06  13:00:00,274887175.56702676,274887175.56702676,25835992.42217252 
 03/06  14:00:00,270115219.09923925,270115219.0992392,25627028.693054726 
 03/06  15:00:00,256767062.61885629,256767062.61885623,15547884.790101435 
 03/06  16:00:00,258463452.4943886,258463452.49438856,15515667.885161875 
 03/06  17:00:00,270303832.3311432,270303832.3311432,20378225.46151426 
 03/06  18:00:00,224044556.33978156,224044556.33978156,12695241.437531125 
 03/06  19:00:00,129638454.77561102,129638454.775611,19028201.235247934 
 03/06  20:00:00,111570869.92694804,111570869.926948,10695218.916460036 
 03/06  21:00:00,100912160.59971816,100912160.59971816,13943152.32213664 
 03/06  22:00:00,96269263.15284068,96269263.15284068,21253050.87987416 
 03/06  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 03/06  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 03/07  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 03/07  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/07  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/07  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/07  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/07  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/07  07:00:00,76066062.93117786,76066062.93117787,68009968.72970534 
 03/07  08:00:00,156022434.99526549,156022434.99526549,46035021.921304199 
 03/07  09:00:00,298622950.6854691,298622950.6854691,12795834.840328539 
 03/07  10:00:00,264478331.1132247,264478331.1132247,6791184.0 
 03/07  11:00:00,259727897.166461,259727897.16646088,6791184.0 
 03/07  12:00:00,272986392.2521398,272986392.25213977,15944841.3338846 
 03/07  13:00:00,275728576.3172072,275728576.31720718,25838098.9380379 
 03/07  14:00:00,280661413.09046688,280661413.09046688,25616832.29039925 
 03/07  15:00:00,263822819.3706448,263822819.37064473,15516727.758234745 
 03/07  16:00:00,261411674.8992256,261411674.89922554,15485817.345731158 
 03/07  17:00:00,273050124.7411496,273050124.74114957,20386212.475648285 
 03/07  18:00:00,222179452.70293478,222179452.70293475,11050841.982266017 
 03/07  19:00:00,129038966.4633241,129038966.4633241,25324992.593594504 
 03/07  20:00:00,111570869.92694804,111570869.926948,33250949.27790779 
 03/07  21:00:00,100912160.59971816,100912160.59971816,30610642.3677037 
 03/07  22:00:00,96269263.15284068,96269263.15284068,39531646.49162275 
 03/07  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 03/07  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 03/08  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 03/08  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/08  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/08  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/08  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/08  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/08  07:00:00,78039606.17112905,78039606.17112905,77422577.73801475 
 03/08  08:00:00,157055247.58278204,157055247.582782,46036944.90507852 
 03/08  09:00:00,298335473.6525942,298335473.6525942,11321561.293810685 
 03/08  10:00:00,267504638.1218125,267504638.1218125,6791184.0 
 03/08  11:00:00,270529501.344418,270529501.3444179,6791184.0 
 03/08  12:00:00,287252403.8600161,287252403.8600161,15947137.986257945 
 03/08  13:00:00,293018293.19189319,293018293.19189319,25837324.118906157 
 03/08  14:00:00,300285083.74859586,300285083.74859586,25612992.261740988 
 03/08  15:00:00,284893974.3808766,284893974.38087657,15528923.956114434 
 03/08  16:00:00,278031957.0979865,278031957.09798648,15499970.52456207 
 03/08  17:00:00,279244869.9406338,279244869.9406337,20393588.424393879 
 03/08  18:00:00,219682651.60001464,219682651.60001464,11033578.07814452 
 03/08  19:00:00,129078971.82034807,129078971.82034804,13664486.924845076 
 03/08  20:00:00,111575630.40569407,111575630.40569404,15200322.622071099 
 03/08  21:00:00,100912160.59971816,100912160.59971816,24174597.876027354 
 03/08  22:00:00,96269263.15284068,96269263.15284068,31631996.954389235 
 03/08  23:00:00,77772390.65670999,77772390.65670999,6791184.0 
 03/08  24:00:00,72442274.24247962,72442274.24247962,6791184.0 
 03/09  01:00:00,57996196.7332391,57996196.7332391,6791184.0 
 03/09  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/09  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/09  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/09  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/09  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 03/09  07:00:00,75739045.4057953,75739045.4057953,64937583.89523175 
 03/09  08:00:00,151385329.721832,151385329.721832,27099893.418303357 
 03/09  09:00:00,299712380.84021177,299712380.84021177,6791184.0 
 03/09  10:00:00,284585597.12272867,284585597.12272867,6791184.0 
 03/09  11:00:00,287545257.5304286,287545257.5304286,6791184.0 
 03/09  12:00:00,304307483.83414128,304307483.83414128,15949708.243506503 
 03/09  13:00:00,307642554.8137331,307642554.81373307,25825166.126682816 
 03/09  14:00:00,315420059.3929208,315420059.39292076,25607690.285103568 
 03/09  15:00:00,303961243.5294132,303961243.52941319,15539505.594537054 
