Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,How many years have you worked in this building?,How long have you been working at your present workspace?,"In a typical week, how many hours do you spend in your workspace?",How would you describe the work that you do?,What is your age?,What is your gender?,On which floor is your workspace located?,In which area of the building is your workspace located?,In which direction do the windows closest to your workspace face?,"Are you near (i.e., within 15 feet)... - An exterior wall","Are you near (i.e., within 15 feet)... - A window",Which of the following best describes your personal workspace? - Selected Choice,Which of the following best describes your personal workspace? - Other - Text,How satisfied are you with the... - Amount of space available for individual work and storage,How satisfied are you with the... - Level of visual privacy,How satisfied are you with the... - Ease of interaction with co-workers,"Overall, does the office layout enhance or interfere with your ability to get your job done?",Please describe any other issues related to the office layout that are important to you.,You have said that you are dissatisfied with the amount of space available for individual work and storage. Which of the following contribute to your dissatisfaction? (Check all that apply.) - Selected Choice,You have said that you are dissatisfied with the amount of space available for individual work and storage. Which of the following contribute to your dissatisfaction? (Check all that apply.) - Other - Text,You have said that you are dissatisfied with the level of visual privacy. Which of the following contributes to your dissatisfaction? (Check all that apply) - Selected Choice,You have said that you are dissatisfied with the level of visual privacy. Which of the following contributes to your dissatisfaction? (Check all that apply) - Other - Text,You have said that you are dissatisfied with the ease of interaction with co-workers. Which of the following contribute to your dissatisfaction? (Check all that apply). - Selected Choice,You have said that you are dissatisfied with the ease of interaction with co-workers. Which of the following contribute to your dissatisfaction? (Check all that apply). - Other - Text,"How satisfied are you with... - The comfort of your office furnishings (chair, desk, computer, equipment, etc.)",How satisfied are you with... - Your ability to adjust your furniture to meet your needs,"How satisfied are you with... - The colors and textures of flooring, furniture, and surface finishes",Do your office furnishings enhance or interfere with your ability to get your job done?,Please describe any other issues related to office furnishings that are important to you.,Which of the following do you personally adjust or control in your workspace? (Check all that apply) - Selected Choice,Which of the following do you personally adjust or control in your workspace? (Check all that apply) - Other - Text,How satisfied are you with the temperature of your workspace?,"Overall, does your thermal comfort in your workspace enhance or interfere with your ability to get your job done?","In warm/hot weather, the temperature in my workspace is: (Check all that apply)",In warm/hot weather... (Check all that apply) - Selected Choice,In warm/hot weather... (Check all that apply) - Other - Text,"In cool/cold weather, the temperature in my workspace is: (Check all that apply)",In cool/cold weather... (Check all that apply) - Selected Choice,In cool/cold weather... (Check all that apply) - Other - Text,When is this most often a problem? (Check all that apply) - Selected Choice,When is this most often a problem? (Check all that apply) - Other - Text,How would you best describe the source of this discomfort? (Check all that apply) - Selected Choice,How would you best describe the source of this discomfort? (Check all that apply) - Other - Text,Please describe any other issues related to being too hot or too cold in your workspace.,"How satisfied are you with the air quality in your workspace? (i.e., stuffy/ stale air, cleanliness, odors)","Overall, does the air quality in your workspace enhance or interfere with your ability to get your job done?",You have said that you are dissatisfied with the air quality in your workspace. Please rate the level of each of the following problems. - Air is stuffy/ stale,You have said that you are dissatisfied with the air quality in your workspace. Please rate the level of each of the following problems. - Air is not clean,You have said that you are dissatisfied with the air quality in your workspace. Please rate the level of each of the following problems. - Air smells bad (odors),"If there is an odor problem, which of the following contribute to the problem? (Check all that apply) - Selected Choice","If there is an odor problem, which of the following contribute to the problem? (Check all that apply) - Other - Text",Please describe any other issues related to the air quality in your workspace that are important to you.,Which of the following controls do you have over the lighting in your workspace? (Check all that apply) - Selected Choice,Which of the following controls do you have over the lighting in your workspace? (Check all that apply) - Other - Text,How satisfied are you with... - The amount of light in your workspace,"How satisfied are you with... - The visual comfort of the lighting (e.g., glare, reflections, contrast)","Overall, does the lighting quality enhance or interfere with your ability to get your job done?",You have said that you are dissatisfied with the lighting in your workspace. Which of the following contribute to your dissatisfaction? (Check all that apply) - Selected Choice,You have said that you are dissatisfied with the lighting in your workspace. Which of the following contribute to your dissatisfaction? (Check all that apply) - Other - Text,Please describe any other issues related to lighting that are important to you.,How satisfied are you with the... - Noise level in your workspace,How satisfied are you with the... - Sound privacy in your workspace (ability to have communications without your neighbors overhearing and vice versa),"Overall, does the acoustic quality in your workspace enhance or interfere with your ability to get your job done?",You have said you are dissatisfied with the acoustics your workspace. Which of the following contributes to this problem? (Check all that apply) - Selected Choice,You have said you are dissatisfied with the acoustics your workspace. Which of the following contributes to this problem? (Check all that apply) - Other - Text,Please describe any other issues related to acoustics hat are important to you.,How satisfied are you with... - General cleanliness of the overall building,How satisfied are you with... - Cleaning service provided for your workspace,How satisfied are you with... - General maintenance of the building,Does the cleanliness and maintenance of this building enhance or interfere with your ability to get your job done?,You have told us that you are dissatisfied with the cleaning service provided for your workspace. How often do you have significant problems?,Which of the following contribute to this dissatisfaction? (Check all that apply) - Selected Choice,Which of the following contribute to this dissatisfaction? (Check all that apply) - Other - Text,Please describe any other issues related to cleaning and maintenance that are important to you.,"For each of the building features listed below, please indicate how satisfied you are with the effectiveness of that feature - Roller Shades","For each of the building features listed below, please indicate how satisfied you are with the effectiveness of that feature - Adjustable furniture","For each of the building features listed below, please indicate how satisfied you are with the effectiveness of that feature - Private meeting rooms","For each of the building features listed below, please indicate how satisfied you are with the effectiveness of that feature - Sound-blocking headphones",How well informed do you feel about using the above mentioned features in this building?,Please describe any other issues related to the design and operation of the above mentioned features that are important to you.,"All things considered, how satisfied are you with your personal workspace?","Please estimate how your productivity is increased or decreased by the environmental conditions in the building (e.g., thermal, lighting, acoustics, cleanliness)",How satisfied are you with the building overall?,Any additional comments or recommendations about your personal workspace or building overall?
4/1/19 10:08,4/1/19 10:13,IP Address,4.7.93.194,100,298,TRUE,4/1/19 10:13,R_2R3XKuiJ6xHHPU6,,,,,37.76420593,-122.3992996,anonymous,EN,Less than 1 year,Less than 3 months,More than 30,Technical,30 or under,Male,6th,East (facing building plaza),East (facing building plaza),No,No,Cubicle with low partitions (lower than 5 feet high),,Very satisfied,Satisfied,Satisfied,Enhances,,,,,,,,Satisfied,Satisfied,Satisfied,Somewhat enhance,Chair could be a little more comfortable,None of the above,,Satisfied,Neither enhances nor interferes,,,,,,,,,,,,Satisfied,Neither enhances nor interferes,,,,,,,None of the above,,Satisfied,Somewhat dissatisfied,Neither enhance nor interfere,Reflections in the computer screen,,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither enhances nor interferes,,,,Very satisfied,Very satisfied,Satisfied,Neither enhances nor interferes,,,,,Neither satisfied nor dissatisfied,Somewhat Satisfied,Satisfied,Neither satisfied nor dissatisfied,Somewhat uninformed,,Satisfied,Neither increased nor decreased,Satisfied,
4/1/19 10:08,4/1/19 10:14,IP Address,4.7.93.194,100,345,TRUE,4/1/19 10:14,R_28CZGHtXIGibPM5,,,,,37.76420593,-122.3992996,anonymous,EN,Less than 1 year,7-12 months,More than 30,Professional,30 or under,Female,7th,South (facing Mission St.),South (facing Mission St.),Yes,Yes,Workspace in open office with no partitions (just desks),,Somewhat satisfied,Somewhat dissatisfied,Very satisfied,Somewhat interferes,It can be very distracting to hear my colleagues on phone calls next to me when I am trying to focus on work. ,,,"High density-- too little space separating people,Too many people walking in my work area",,,,Satisfied,Very satisfied,Very satisfied,Enhance,,None of the above,,Very satisfied,Enhances,,,,,,,,,,,,Satisfied,Enhances,,,,,,,None of the above,,Satisfied,Somewhat satisfied,Somewhat enhance,,,,Somewhat dissatisfied,Dissatisfied,Interferes,"People talking on the phone,People talking in neighboring areas,People overhearing my private conversations,Telephones ringing",,,Very satisfied,Very satisfied,Very satisfied,Enhances,,,,,Neither satisfied nor dissatisfied,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Somewhat uninformed,,Somewhat satisfied,Increased 10%,Satisfied,
4/1/19 10:08,4/1/19 10:15,IP Address,4.7.93.194,100,383,TRUE,4/1/19 10:15,R_1oaOumtdH6cNhJa,,,,,37.76420593,-122.3992996,anonymous,EN,Less than 1 year,4-6 months,30-Nov,Technical,31-50,Male,6th,East (facing building plaza),East (facing building plaza),No,No,Workspace in open office with no partitions (just desks),,Dissatisfied,Dissatisfied,Neither satisfied nor dissatisfied,Interferes,The space is very loud.,"Amount of work surface area,Total area of work station,Available filing and storage space,Available space for personal items,Space for meeting with other people",,"High density-- too little space separating people,Partitions or walls are too low or transparent,Too many people walking in my work area",,,,Dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither enhance nor interfere,The chairs were not replaced and do not function properly. (arms do not stay in place and the seat pneumatics are not functioning properly),"Window blinds or shades,Operable window",,Neither satisfied nor dissatisfied,Neither enhances nor interferes,,,,,,,,,,,,Neither satisfied nor dissatisfied,Neither enhances nor interferes,,,,"Food,Other people,Perfume",,,None of the above,,Satisfied,Satisfied,Neither enhance nor interfere,,,,Very dissatisfied,Very dissatisfied,Significantly interferes,"People talking on the phone,People talking in neighboring areas,People overhearing my private conversations,Office equipment noise,Telephones ringing,Excessive echoing of voices or other sounds",,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither enhances nor interferes,Sometimes,,,,Neither satisfied nor dissatisfied,Very Dissatisfied,Very Dissatisfied,Neither satisfied nor dissatisfied,Uninformed,,Neither satisfied nor dissatisfied,Neither increased nor decreased,Neither satisfied nor dissatisfied,
4/1/19 10:08,4/1/19 10:16,IP Address,4.7.93.194,100,523,TRUE,4/1/19 10:16,R_udCgibVBxys4b8B,,,,,37.76420593,-122.3992996,anonymous,EN,1-2 years,More than 1 year,More than 30,Professional,31-50,Male,6th,East (facing building plaza),East (facing building plaza),No,No,Cubicle with low partitions (lower than 5 feet high),,Very satisfied,Somewhat dissatisfied,Somewhat satisfied,Neither enhances nor interferes,,,,High density-- too little space separating people,,,,Neither satisfied nor dissatisfied,Somewhat satisfied,Dissatisfied,Neither enhance nor interfere,Computer screens are not very adjustable and promote bad posture. Carpet and cubicle walls are ugly and have coffee stains.,None of the above,,Satisfied,Somewhat enhances,,,,,,,,,,,,Neither satisfied nor dissatisfied,Neither enhances nor interferes,,,,,,,None of the above,,Somewhat satisfied,Very satisfied,Somewhat enhance,,,,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat interferes,"People talking on the phone,People talking in neighboring areas",,,Somewhat satisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither enhances nor interferes,Never,"Sureface dust on work surfaces close to you,Spills and debris,Dirty floors",,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat Satisfied,,Somewhat informed,I don't have sound-blocking headphones,Somewhat satisfied,Neither increased nor decreased,Somewhat satisfied,
4/1/19 10:08,4/1/19 10:17,IP Address,4.7.93.194,100,584,TRUE,4/1/19 10:17,R_1ltxRSqlN8mqzza,,,,,37.76420593,-122.3992996,anonymous,EN,1-2 years,More than 1 year,30-Nov,Managerial/ supervisory,Over 50,Male,7th,East (facing building plaza),East (facing building plaza),Yes,Yes,Other,part of call centre,Dissatisfied,Neither satisfied nor dissatisfied,Dissatisfied,Significantly interferes,"the small alcoves along the core are not used. the Arup logo is impossible to see when you arrive. 
","Amount of work surface area,Total area of work station,Available filing and storage space,Available space for personal items",,,,My work station is difficult to find or out of the way,,Satisfied,Very satisfied,Somewhat dissatisfied,Interfere,the partition wall has been missing since the day of installation and no one cares.,None of the above,,Dissatisfied,Interferes,Often too cold,,,,,,Afternoon (2pm - 5pm),,My area is colder than other areas,,,Neither satisfied nor dissatisfied,Neither enhances nor interferes,,,,,,,Desk (task) light,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither enhance nor interfere,,,,Very dissatisfied,Very dissatisfied,Significantly interferes,"People talking on the phone,People talking in neighboring areas,People overhearing my private conversations",,,Somewhat satisfied,Very satisfied,Somewhat satisfied,Neither enhances nor interferes,,,,,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Uninformed,,Dissatisfied,Decreased 10%,Dissatisfied,
4/1/19 10:12,4/1/19 10:21,IP Address,4.7.93.194,100,546,TRUE,4/1/19 10:21,R_2YFIc7SmJrSTCZ6,,,,,37.76420593,-122.3992996,anonymous,EN,Less than 1 year,7-12 months,More than 30,Technical,30 or under,Female,7th,West (facing Anthony St. and 2nd),West (facing Anthony St. and 2nd),No,No,Cubicle with low partitions (lower than 5 feet high),,Very satisfied,Very satisfied,Very satisfied,Somewhat enhances,Noise,,,,,,,Satisfied,Satisfied,Somewhat satisfied,Somewhat enhance,Plants/color,None of the above,,Satisfied,Neither enhances nor interferes,,,,,,,,,,,,Satisfied,Somewhat enhances,,,,,,,None of the above,,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat interfere,Not enough daylight,,,Somewhat satisfied,Somewhat dissatisfied,Somewhat interferes,"People talking on the phone,People talking in neighboring areas",,,Satisfied,Satisfied,Satisfied,Somewhat enhances,,,,,Neither satisfied nor dissatisfied,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Somewhat uninformed,,Satisfied,,Satisfied,
4/1/19 10:13,4/1/19 10:25,IP Address,4.7.93.194,100,675,TRUE,4/1/19 10:25,R_USfamcihyp7AoIF,,,,,37.76420593,-122.3992996,anonymous,EN,More than 5 years,More than 1 year,30-Nov,Managerial/ supervisory,31-50,Male,6th,West (facing Anthony St. and 2nd),West (facing Anthony St. and 2nd),Yes,Yes,Workspace in open office with no partitions (just desks),,Satisfied,Somewhat satisfied,Very satisfied,Enhances,"The temperature in my area can vary noticeably from other parts of the same floor. Since we don't have direct sun then it tends to be cooler. It is not a hindrance on my work, however if any adjustment can be made to heat the areas away from direct sunlight first that would help. ",,,,,,,Satisfied,Very satisfied,Satisfied,Enhance,,Window blinds or shades,,Satisfied,Somewhat enhances,,,,,,,,,,,,Satisfied,Enhances,,,,,,,"Light dimmer,Window blinds or shades",,Somewhat satisfied,Satisfied,Enhance,,,,Satisfied,Dissatisfied,Neither enhances nor interferes,"People talking in neighboring areas,People overhearing my private conversations",,The open environment means there are more times when groups having conversations impact me. Also there is zero chance of having a private conversation at my desk and I would have to walk to a telephone room or conf room nearby. ,Satisfied,Somewhat satisfied,Somewhat satisfied,Enhances,,,,,,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Informed,,Satisfied,Increased 5%,Satisfied,
4/1/19 10:08,4/1/19 10:25,IP Address,108.248.120.66,100,1019,TRUE,4/1/19 10:25,R_1Qt031oTDEdkKv9,,,,,37.47909546,-122.4459,anonymous,EN,1-2 years,More than 1 year,30-Nov,Administrative support,30 or under,Female,6th,North (facing Jessie St. and Market),North (facing Jessie St. and Market),Yes,No,Cubicle with low partitions (lower than 5 feet high),,Somewhat satisfied,Somewhat dissatisfied,Very dissatisfied,Somewhat interferes,The layout means a lack of interaction between staff that sit directly opposite as our screens hinder contact. For me this is very bad as its my team members that sit opposite. ,,,Other,Meeting rooms directly behind my screens,"There are few organized opportunities to interact with co-workers,Other","Monitors block interaction, its similar to a high wall",Somewhat satisfied,Satisfied,Somewhat dissatisfied,Neither enhance nor interfere,,None of the above,,Very dissatisfied,Interferes,Often too cold,Other,I am cold all over ,Often too cold,"My feet are too cold,Other",,Morning (before 11am),,Thermostat is inaccessible,,,Neither satisfied nor dissatisfied,Neither enhances nor interferes,,,,,,,None of the above,,Dissatisfied,Dissatisfied,Interfere,"Too dark,Not enough daylight",,There is little natural lighting but also its a dark space,Neither satisfied nor dissatisfied,Dissatisfied,Somewhat interferes,"People talking on the phone,People talking in neighboring areas,People overhearing my private conversations,Outdoor traffic noise,Other outdoor noise",,There is no white noise and therefore conversations can be heard clearly. This is especially an issue for HR staff. Conversations happening close by are also a distraction. The conference rooms are not soundproof. Dialing into conferences can also be extremely loud.,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Dissatisfied,Somewhat interferes,Often,"Sureface dust on work surfaces close to you,Spills and debris",,"Trash cans are emptied but that is it (in the workspace area). Staff also dump their food contents outside of the conference rooms at our desks/bins which leaves an unpleasant odor.
Kitchen sink area has a lingering unpleasant smell",Neither satisfied nor dissatisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither informed nor uninformed,Sound issues and privacy with private meeting rooms,Somewhat satisfied,Increased 10%,Neither satisfied nor dissatisfied,"Building needs to add Hand Sanitizer to the refillable machines at elevators-these are never refilled. More lighting, better heat..."
4/1/19 10:17,4/1/19 10:27,IP Address,4.7.93.194,100,558,TRUE,4/1/19 10:27,R_2CUEcUhsQed4L4M,,,,,37.76420593,-122.3992996,anonymous,EN,More than 5 years,More than 1 year,More than 30,Professional,30 or under,Female,7th,South (facing Mission St.),South (facing Mission St.),No,No,Cubicle with low partitions (lower than 5 feet high),,Very satisfied,Very satisfied,Very satisfied,Enhances,,,,,,,,Very satisfied,Very satisfied,Somewhat satisfied,Enhance,,None of the above,,Satisfied,Neither enhances nor interferes,,,,,,,,,,,,Somewhat satisfied,Neither enhances nor interferes,,,,Carpet or furniture,,,None of the above,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither enhance nor interfere,,,,Somewhat satisfied,Somewhat dissatisfied,Neither enhances nor interferes,"People talking on the phone,People overhearing my private conversations",,,Satisfied,Satisfied,Very satisfied,Enhances,,,,,Neither satisfied nor dissatisfied,Satisfied,Somewhat Dissatisfied,Neither satisfied nor dissatisfied,Somewhat informed,"The private meeting rooms are not sound-proof, not inviting, and do not receive cell signal.",Somewhat satisfied,Neither increased nor decreased,Satisfied,
4/1/19 10:18,4/1/19 10:27,IP Address,4.7.93.194,100,565,TRUE,4/1/19 10:27,R_1kIiTC5sFgJIArq,,,,,37.76420593,-122.3992996,anonymous,EN,3-5 years,7-12 months,More than 30,Technical,30 or under,Male,6th,East (facing building plaza),East (facing building plaza),No,No,Workspace in open office with no partitions (just desks),,Satisfied,Satisfied,Very satisfied,Somewhat enhances,"There is good visual connection to my team, and it is easy to ask questions and connect quickly to get things done.",,,,,,,Satisfied,Satisfied,Satisfied,Somewhat enhance,The sit-stand desks that we have are great and really important for me to work effectively,None of the above,,Satisfied,Neither enhances nor interferes,,,,,,,,,,,,Satisfied,Neither enhances nor interferes,,,,,,,Desk (task) light,,Satisfied,Somewhat dissatisfied,Neither enhance nor interfere,Too bright,,"There is often glare in my peripheral vision from the building east of us. Additionally, I think the lighting level is often a bit too high, especially since most of us stare at computer screens all day. There is little point in having a task light except when I arrive early before the overhead lights turn on since the lighting level is high enough that I never need a task light.",Somewhat satisfied,Neither satisfied nor dissatisfied,Neither enhances nor interferes,,,,Satisfied,Satisfied,Satisfied,Neither enhances nor interferes,,,,,Neither satisfied nor dissatisfied,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Informed,None,Satisfied,Neither increased nor decreased,Satisfied,None
