Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/01  01:00:00,46359074.93593144,46359074.93593143,6791184.0 
 01/01  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/01  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/01  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/01  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/01  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/01  07:00:00,67999793.73504217,67999793.73504217,6791184.0 
 01/01  08:00:00,51993009.67500861,51993009.67500862,6791184.0 
 01/01  09:00:00,51295144.73008116,51295144.73008116,6791184.0 
 01/01  10:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/01  11:00:00,51321818.05309343,51321818.05309342,6791184.0 
 01/01  12:00:00,51238402.10169476,51238402.10169476,6791184.0 
 01/01  13:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/01  14:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/01  15:00:00,51243152.26273751,51243152.26273751,6791184.0 
 01/01  16:00:00,51388364.9474128,51388364.9474128,6791184.0 
 01/01  17:00:00,59140619.33795165,59140619.33795166,6791184.0 
 01/01  18:00:00,72551231.83277507,72551231.83277507,6791184.0 
 01/01  19:00:00,58318671.4242602,58318671.4242602,6791184.0 
 01/01  20:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/01  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/01  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/01  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/01  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/02  01:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/02  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/02  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/02  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/02  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/02  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/02  07:00:00,117863293.98401395,117863293.98401395,9912148.300147305 
 01/02  08:00:00,244269413.58783213,244269413.58783213,8323392.746825068 
 01/02  09:00:00,390191004.39124438,390191004.3912443,6791184.0 
 01/02  10:00:00,352015775.28269627,352015775.2826962,6791184.0 
 01/02  11:00:00,348012536.061939,348012536.061939,6791184.0 
 01/02  12:00:00,357516311.04113009,357516311.04113009,11367862.331276153 
 01/02  13:00:00,357209563.5335032,357209563.5335032,25841436.26225585 
 01/02  14:00:00,361016219.9909636,361016219.9909636,25620224.990911746 
 01/02  15:00:00,347883782.4519221,347883782.4519222,15519373.093254256 
 01/02  16:00:00,349874818.1366427,349874818.13664266,15487365.70901943 
 01/02  17:00:00,391880196.3161021,391880196.3161021,20388020.38463866 
 01/02  18:00:00,302104572.32976487,302104572.32976487,11927089.258343418 
 01/02  19:00:00,167989013.78780253,167989013.78780253,17231297.27654911 
 01/02  20:00:00,151450400.9479767,151450400.9479767,30476811.07856797 
 01/02  21:00:00,131437495.95032926,131437495.95032922,46315669.576124209 
 01/02  22:00:00,129457717.82978082,129457717.82978079,46342942.08815342 
 01/02  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/02  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/03  01:00:00,59209304.021005768,59209304.021005768,6791184.0 
 01/03  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/03  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/03  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/03  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/03  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/03  07:00:00,120644192.85067593,120644192.8506759,64335354.52975703 
 01/03  08:00:00,224192442.95594243,224192442.9559424,58451785.04276702 
 01/03  09:00:00,390200950.16651156,390200950.16651156,20376755.883816456 
 01/03  10:00:00,353938816.5261592,353938816.52615919,6791184.0 
 01/03  11:00:00,350145205.45602878,350145205.4560287,6791184.0 
 01/03  12:00:00,378889007.3930437,378889007.39304366,15946659.390497204 
 01/03  13:00:00,394373666.0787303,394373666.0787303,25838913.688783394 
 01/03  14:00:00,396788218.627605,396788218.627605,25617999.148653896 
 01/03  15:00:00,381760017.162148,381760017.162148,15517261.431975432 
 01/03  16:00:00,383478434.6072885,383478434.6072884,15485622.058929563 
 01/03  17:00:00,403392994.0365693,403392994.03656938,20387598.656239228 
 01/03  18:00:00,290534574.16707786,290534574.16707786,11049550.771509817 
 01/03  19:00:00,168027227.75195236,168027227.75195236,10984029.546167238 
 01/03  20:00:00,150886325.31485353,150886325.31485353,6791184.0 
 01/03  21:00:00,127677732.01325545,127677732.01325542,7146300.343236868 
 01/03  22:00:00,123033868.88553876,123033868.88553874,18175120.737639805 
 01/03  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/03  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/04  01:00:00,59209304.021005768,59209304.021005768,6791184.0 
 01/04  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/04  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/04  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/04  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/04  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/04  07:00:00,101170874.36013335,101170874.36013334,39483354.25881837 
 01/04  08:00:00,190488742.9852379,190488742.98523788,13296889.962652479 
 01/04  09:00:00,389148911.5975918,389148911.59759178,6791184.0 
 01/04  10:00:00,370919564.24306479,370919564.2430647,6791184.0 
 01/04  11:00:00,379890044.3414683,379890044.3414682,6791184.0 
 01/04  12:00:00,398468146.7614512,398468146.7614512,15948492.600617769 
 01/04  13:00:00,401862813.51243236,401862813.51243236,25841184.71099653 
 01/04  14:00:00,416925603.6004128,416925603.6004128,25620151.61149745 
 01/04  15:00:00,404741853.2894178,404741853.28941777,15520952.27987566 
 01/04  16:00:00,400071924.424574,400071924.4245739,15489576.996120234 
 01/04  17:00:00,421777457.9133695,421777457.9133695,20390324.393514918 
 01/04  18:00:00,302255077.5369482,302255077.5369482,11051917.004294802 
 01/04  19:00:00,171145475.108406,171145475.10840599,10966255.786102046 
 01/04  20:00:00,150898161.08031989,150898161.08031989,6791184.0 
 01/04  21:00:00,127677732.01325545,127677732.01325542,6791184.0 
 01/04  22:00:00,123033868.88553876,123033868.88553874,7041523.594557477 
 01/04  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/04  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/05  01:00:00,59209304.021005768,59209304.021005768,6791184.0 
 01/05  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/05  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/05  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/05  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/05  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/05  07:00:00,101154983.47850669,101154983.47850669,46933918.23352441 
 01/05  08:00:00,189152260.18525804,189152260.18525804,32051775.608795264 
 01/05  09:00:00,390930393.7912663,390930393.7912663,8410546.388999947 
 01/05  10:00:00,365817920.64596167,365817920.6459616,6791184.0 
 01/05  11:00:00,375681226.3222891,375681226.3222891,6791184.0 
 01/05  12:00:00,394543580.4901704,394543580.49017038,15950047.508418132 
 01/05  13:00:00,397635422.7442616,397635422.7442616,25844183.048312718 
 01/05  14:00:00,406979667.62301579,406979667.6230157,25620936.457729356 
 01/05  15:00:00,389967705.40217337,389967705.40217337,15523769.559212294 
 01/05  16:00:00,383029468.25268986,383029468.2526898,15492525.424756159 
 01/05  17:00:00,399422173.6752968,399422173.6752968,20392492.612372485 
 01/05  18:00:00,291915280.2369986,291915280.2369986,11053986.070336182 
 01/05  19:00:00,168681674.74361868,168681674.74361868,10955006.335957345 
 01/05  20:00:00,151130384.66832055,151130384.66832055,6791184.0 
 01/05  21:00:00,127781410.47147197,127781410.47147197,8878230.165717945 
 01/05  22:00:00,123033868.88553876,123033868.88553874,7750487.081618888 
 01/05  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/05  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/06  01:00:00,59209304.021005768,59209304.021005768,6791184.0 
 01/06  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/06  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/06  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/06  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/06  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/06  07:00:00,101137802.08001004,101137802.08001003,16622333.692716267 
 01/06  08:00:00,184783016.61967457,184783016.61967454,17070012.895766979 
 01/06  09:00:00,391500427.3933959,391500427.3933959,8190250.744975357 
 01/06  10:00:00,371716144.20374599,371716144.2037459,6791184.0 
 01/06  11:00:00,385302120.4206922,385302120.4206922,6791184.0 
 01/06  12:00:00,404892308.6796821,404892308.679682,15950876.41552406 
 01/06  13:00:00,407259018.19028428,407259018.19028428,25846050.670403519 
 01/06  14:00:00,421737747.4254334,421737747.42543348,25622354.395844208 
 01/06  15:00:00,406084567.4141593,406084567.4141593,15524169.511169292 
 01/06  16:00:00,400242281.15100547,400242281.1510054,15492713.460352458 
 01/06  17:00:00,418581355.6920495,418581355.6920494,20393106.892559086 
 01/06  18:00:00,295932535.06838026,295932535.06838026,11053108.029965874 
 01/06  19:00:00,168992783.88048453,168992783.88048453,10957615.802958202 
 01/06  20:00:00,151280694.16603235,151280694.16603235,8014394.269225271 
 01/06  21:00:00,127885101.07998252,127885101.07998252,10952825.390325288 
 01/06  22:00:00,123036088.61342913,123036088.61342912,9695432.067610804 
 01/06  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/06  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/07  01:00:00,47958411.42426019,47958411.424260187,6791184.0 
 01/07  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/07  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/07  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/07  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/07  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/07  07:00:00,101118550.3633737,101118550.36337368,37416790.88134143 
 01/07  08:00:00,109552020.66577538,109552020.66577536,29085023.037904219 
 01/07  09:00:00,153036882.366181,153036882.36618097,7755221.047994495 
 01/07  10:00:00,177562611.8974311,177562611.8974311,6791184.0 
 01/07  11:00:00,190117190.30529974,190117190.30529977,6791184.0 
 01/07  12:00:00,206959660.8101116,206959660.8101116,6791184.0 
 01/07  13:00:00,147304092.72993494,147304092.72993494,6791184.0 
 01/07  14:00:00,129558891.50824039,129558891.50824039,6791184.0 
 01/07  15:00:00,111630924.34289778,111630924.34289778,6791184.0 
 01/07  16:00:00,95583461.96590947,95583461.96590947,6791184.0 
 01/07  17:00:00,99023942.29749778,99023942.29749777,6791184.0 
 01/07  18:00:00,89016959.21234715,89016959.21234715,6791184.0 
 01/07  19:00:00,72551231.83277507,72551231.83277507,6791184.0 
 01/07  20:00:00,50503791.42426019,50503791.42426019,6791184.0 
 01/07  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/07  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/07  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/07  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/08  01:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/08  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/08  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/08  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/08  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/08  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/08  07:00:00,67998915.03483472,67998915.0348347,6791184.0 
 01/08  08:00:00,51983272.158101279,51983272.15810129,6791184.0 
 01/08  09:00:00,51350990.91877582,51350990.91877582,6791184.0 
 01/08  10:00:00,51225219.23648247,51225219.23648247,6791184.0 
 01/08  11:00:00,52386626.72184404,52386626.72184404,6791184.0 
 01/08  12:00:00,64380138.50571025,64380138.505710247,6791184.0 
 01/08  13:00:00,70700291.49302033,70700291.49302034,6791184.0 
 01/08  14:00:00,74463136.65691425,74463136.65691425,6791184.0 
 01/08  15:00:00,66847861.529502999,66847861.529502999,6791184.0 
 01/08  16:00:00,53484036.983011338,53484036.983011338,6791184.0 
 01/08  17:00:00,55705290.376426819,55705290.376426819,6791184.0 
 01/08  18:00:00,72551231.83277507,72551231.83277507,6791184.0 
 01/08  19:00:00,58318671.4242602,58318671.4242602,6791184.0 
 01/08  20:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/08  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/08  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/08  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/08  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/09  01:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/09  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/09  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/09  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/09  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/09  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/09  07:00:00,122308438.07061385,122308438.07061383,64883226.09842106 
 01/09  08:00:00,216932448.41058327,216932448.41058324,56529680.80469723 
 01/09  09:00:00,390015485.8848559,390015485.8848559,19948921.068828815 
 01/09  10:00:00,354938098.5595854,354938098.55958536,6791184.0 
 01/09  11:00:00,362434292.0737443,362434292.0737444,6791184.0 
 01/09  12:00:00,391335191.1920446,391335191.1920446,11371195.21139584 
 01/09  13:00:00,395383671.94822618,395383671.94822618,25844806.23267264 
 01/09  14:00:00,401296125.87123259,401296125.87123259,25626539.178549835 
 01/09  15:00:00,382399440.5633668,382399440.5633668,15528314.717954264 
 01/09  16:00:00,374325037.9768646,374325037.9768646,15502181.720741183 
 01/09  17:00:00,393792152.478316,393792152.478316,20386298.841544525 
 01/09  18:00:00,292664360.2490683,292664360.2490683,11038432.708452832 
 01/09  19:00:00,168408189.79150409,168408189.79150409,10958808.13560712 
 01/09  20:00:00,150891240.20466478,150891240.20466478,6791184.0 
 01/09  21:00:00,127677732.01325545,127677732.01325542,9227480.61980313 
 01/09  22:00:00,123033868.88553876,123033868.88553874,26774404.119641115 
 01/09  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/09  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/10  01:00:00,59209304.021005768,59209304.021005768,6791184.0 
 01/10  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/10  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/10  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/10  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/10  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/10  07:00:00,106458283.61561452,106458283.6156145,61120558.60620897 
 01/10  08:00:00,196934119.67960776,196934119.67960773,44084810.93877079 
 01/10  09:00:00,390478013.97235789,390478013.9723578,12596099.591215373 
 01/10  10:00:00,362050966.8837939,362050966.88379386,6791184.0 
 01/10  11:00:00,371832369.90843769,371832369.90843769,6791184.0 
 01/10  12:00:00,386752692.04034599,386752692.04034599,15953902.409903137 
 01/10  13:00:00,392239546.6773819,392239546.6773819,25844350.21468658 
 01/10  14:00:00,403988768.82648298,403988768.82648298,25627726.579245334 
 01/10  15:00:00,386499004.5250881,386499004.525088,15545347.749999332 
 01/10  16:00:00,373020265.5168305,373020265.51683047,15519506.818491128 
 01/10  17:00:00,394140583.9209872,394140583.9209872,20384639.769664688 
 01/10  18:00:00,293034563.5227709,293034563.5227709,11044642.600353789 
 01/10  19:00:00,168599605.92695076,168599605.92695076,10976173.21461122 
 01/10  20:00:00,151049757.1664262,151049757.16642619,7727810.41882531 
 01/10  21:00:00,127700899.35658527,127700899.35658527,20193340.399052405 
 01/10  22:00:00,123033868.88553876,123033868.88553874,32443626.458538213 
 01/10  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/10  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/11  01:00:00,59209304.021005768,59209304.021005768,6791184.0 
 01/11  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/11  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/11  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/11  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/11  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/11  07:00:00,101276996.10127546,101276996.10127546,53236522.39361723 
 01/11  08:00:00,190863158.3620696,190863158.3620696,38488269.63666722 
 01/11  09:00:00,392084389.9380865,392084389.93808647,15642154.518115474 
 01/11  10:00:00,358685217.7849182,358685217.7849182,6791184.0 
 01/11  11:00:00,356040633.2171799,356040633.2171799,6791184.0 
 01/11  12:00:00,386155336.10475566,386155336.1047555,15955474.090949858 
 01/11  13:00:00,390318823.99941048,390318823.9994104,25844807.607644179 
 01/11  14:00:00,398741950.956851,398741950.95685097,25628819.622596757 
 01/11  15:00:00,380443702.4931591,380443702.4931592,15549802.433203903 
 01/11  16:00:00,367656629.61733499,367656629.6173349,15522294.532882769 
 01/11  17:00:00,392669944.53116986,392669944.53116986,20383773.779688244 
 01/11  18:00:00,295556155.7075874,295556155.70758739,11030323.847601749 
 01/11  19:00:00,168838380.34608133,168838380.34608133,10982278.885592683 
 01/11  20:00:00,151171399.68509198,151171399.68509198,6791184.0 
 01/11  21:00:00,127789651.56371343,127789651.5637134,6791184.0 
 01/11  22:00:00,123033868.88553876,123033868.88553874,13622697.435615553 
 01/11  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/11  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/12  01:00:00,59209304.021005768,59209304.021005768,6791184.0 
 01/12  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/12  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/12  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/12  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/12  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/12  07:00:00,101476933.18678433,101476933.1867843,32665748.021444024 
 01/12  08:00:00,183680500.55004538,183680500.5500453,32091893.249638354 
 01/12  09:00:00,391472631.18889686,391472631.18889686,21410914.261903306 
 01/12  10:00:00,359854303.64517709,359854303.645177,7441255.867073884 
 01/12  11:00:00,353293459.3070252,353293459.3070252,6791184.0 
 01/12  12:00:00,380468425.96405366,380468425.9640536,15957439.159224973 
 01/12  13:00:00,399977705.2101742,399977705.21017417,25845282.33331576 
 01/12  14:00:00,412143023.5953053,412143023.5953052,25629140.034361066 
 01/12  15:00:00,394208567.0571613,394208567.0571613,15551961.751970847 
 01/12  16:00:00,396474459.76294407,396474459.762944,15520230.221683179 
 01/12  17:00:00,414883979.86083379,414883979.86083379,20382851.195697767 
 01/12  18:00:00,292444255.64860728,292444255.64860728,11042848.751696887 
 01/12  19:00:00,168733309.53361244,168733309.53361244,10977972.00491618 
 01/12  20:00:00,151153483.7487175,151153483.7487175,6791184.0 
 01/12  21:00:00,127804694.62115333,127804694.62115328,6791184.0 
 01/12  22:00:00,123033868.88553876,123033868.88553874,11475410.052351885 
 01/12  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/12  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/13  01:00:00,59209304.021005768,59209304.021005768,6791184.0 
 01/13  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/13  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/13  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/13  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/13  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/13  07:00:00,101450885.96160627,101450885.96160625,37889739.83739431 
 01/13  08:00:00,186834360.21200697,186834360.212007,20700407.721599167 
 01/13  09:00:00,392107410.23645678,392107410.2364567,8217098.993431311 
 01/13  10:00:00,377102115.75412949,377102115.7541294,6791184.0 
 01/13  11:00:00,403254151.0833367,403254151.0833367,6791184.0 
 01/13  12:00:00,433010433.85853937,433010433.8585393,15959520.823211853 
 01/13  13:00:00,443234283.9806777,443234283.9806777,25845751.074292765 
 01/13  14:00:00,469539528.2231216,469539528.22312167,25629123.035126807 
 01/13  15:00:00,457284791.72051909,457284791.7205191,15550281.443056155 
 01/13  16:00:00,436455999.5590883,436455999.5590883,15518169.22723506 
 01/13  17:00:00,459778237.456403,459778237.4564029,20381925.254194097 
 01/13  18:00:00,311441539.38389846,311441539.38389846,11051888.311008752 
 01/13  19:00:00,168682655.9902264,168682655.9902264,10973206.16175396 
 01/13  20:00:00,156031437.58186794,156031437.58186794,6791184.0 
 01/13  21:00:00,129132754.318573,129132754.31857299,10647926.23022068 
 01/13  22:00:00,123033868.88553876,123033868.88553874,7065075.137190435 
 01/13  23:00:00,90323952.76734039,90323952.76734039,6791184.0 
 01/13  24:00:00,78718034.42393798,78718034.42393798,6791184.0 
 01/14  01:00:00,47958411.42426019,47958411.424260187,6791184.0 
 01/14  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/14  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/14  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/14  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/14  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/14  07:00:00,101236538.52278063,101236538.52278063,12587105.538806025 
 01/14  08:00:00,109284592.85118385,109284592.85118383,7061554.642197052 
 01/14  09:00:00,172792899.43689675,172792899.4368967,6791184.0 
 01/14  10:00:00,199601520.39206983,199601520.39206977,6791184.0 
 01/14  11:00:00,218558406.8352388,218558406.8352388,6791184.0 
 01/14  12:00:00,240155620.7018095,240155620.70180948,6791184.0 
 01/14  13:00:00,183165344.4293321,183165344.42933209,6791184.0 
 01/14  14:00:00,168812186.96196414,168812186.96196408,6791184.0 
 01/14  15:00:00,164921348.49100945,164921348.49100945,6791184.0 
 01/14  16:00:00,152259960.57765845,152259960.57765845,6791184.0 
 01/14  17:00:00,148600310.93866263,148600310.93866263,6791184.0 
 01/14  18:00:00,131148392.22377736,131148392.22377736,6791184.0 
 01/14  19:00:00,72551231.83277507,72551231.83277507,6791184.0 
 01/14  20:00:00,50503791.42426019,50503791.42426019,6791184.0 
 01/14  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/14  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/14  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/14  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/15  01:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/15  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/15  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/15  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/15  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/15  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/15  07:00:00,68054841.35753399,68054841.35753399,6791184.0 
 01/15  08:00:00,52491145.85911921,52491145.85911922,6791184.0 
 01/15  09:00:00,51318153.40171723,51318153.40171723,6791184.0 
 01/15  10:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/15  11:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/15  12:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/15  13:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/15  14:00:00,51270021.96623027,51270021.96623027,6791184.0 
 01/15  15:00:00,75209354.10327487,75209354.10327485,6791184.0 
 01/15  16:00:00,70665317.63391657,70665317.63391656,6791184.0 
 01/15  17:00:00,56285210.856708478,56285210.85670847,6791184.0 
 01/15  18:00:00,72551231.83277507,72551231.83277507,6791184.0 
 01/15  19:00:00,58318671.4242602,58318671.4242602,6791184.0 
 01/15  20:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/15  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/15  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/15  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/15  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/16  01:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/16  02:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/16  03:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/16  04:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/16  05:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/16  06:00:00,46359235.70955593,46359235.709555927,6791184.0 
 01/16  07:00:00,68012146.55180888,68012146.55180887,6791184.0 
 01/16  08:00:00,52027170.97576625,52027170.97576625,6791184.0 
 01/16  09:00:00,51290428.66681617,51290428.66681617,6791184.0 
 01/16  10:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/16  11:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/16  12:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/16  13:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/16  14:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/16  15:00:00,51225215.94133289,51225215.94133289,6791184.0 
 01/16  16:00:00,51318580.4426156,51318580.4426156,6791184.0 
 01/16  17:00:00,53274330.43596436,53274330.43596436,6791184.0 
 01/16  18:00:00,72551231.83277507,72551231.83277507,6791184.0 
 01/16  19:00:00,58318671.4242602,58318671.4242602,6791184.0 
 01/16  20:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/16  21:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/16  22:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/16  23:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/16  24:00:00,48904615.70955593,48904615.70955593,6791184.0 
 01/17  01:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/17  02:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/17  03:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/17  04:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/17  05:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/17  06:00:00,57609860.1137362,57609860.1137362,6791184.0 
 01/17  07:00:00,116566419.91350499,116566419.91350496,6791184.0 
 01/17  08:00:00,189634256.58475019,189634256.58475019,6791184.0 
 01/17  09:00:00,429348412.628203,429348412.628203,6791184.0 
 01/17  10:00:00,411331466.225044,411331466.2250439,6791184.0 
 01/17  11:00:00,414835071.30078658,414835071.30078658,6791184.0 
 01/17  12:00:00,434859253.03024879,434859253.03024879,11375971.516709038 
 01/17  13:00:00,437481213.64207288,437481213.64207288,25851952.697966957 
 01/17  14:00:00,453847538.79751178,453847538.79751178,25635186.408395277 
 01/17  15:00:00,427287949.85744646,427287949.8574463,15553790.933937319 
 01/17  16:00:00,424480108.80271497,424480108.8027149,15521544.367013645 
 01/17  17:00:00,471670769.36142209,471670769.36142209,20385378.337413566 
 01/17  18:00:00,350390674.50942239,350390674.50942239,11044290.00693048 
